y_test,Logistic Regression
True,0.9523258508951246
True,0.8229730868921313
True,0.7471981960569174
True,0.41878494957446094
True,0.8044615983779143
False,0.3415713195591225
False,0.1883384609916522
True,0.8893339939308968
True,0.5445305174122219
True,0.9157374030448587
True,0.4819965596853125
False,0.3861160526310598
True,0.5750507242836166
False,0.43988309106927054
False,0.15707113406934756
False,0.7229114217745124
True,0.5648013811851026
False,0.3367953673478834
False,0.0946187011880335
True,0.5634380781627926
False,0.49495297113500764
False,0.3369218161643693
False,0.20568452655255867
False,0.3138324558968266
False,0.16902666433022764
False,0.8022482950554146
False,0.39015540236364404
True,0.8682862154839117
True,0.5743921520158848
False,0.2701068498219825
True,0.8041730560272579
True,0.08032003042603383
False,0.13480168396835956
True,0.6402860125553573
True,0.7071105657729364
False,0.4854355943500026
False,0.28647448773297385
True,0.5785393499014201
True,0.7473745608872655
True,0.2989242292355549
True,0.6319340693684689
False,0.21306289002837384
False,0.5312547299498999
True,0.5670471173116217
False,0.22626493482581203
False,0.3070672115343999
False,0.2619049995434604
True,0.9474705096081317
True,0.841461658552012
True,0.6256453011150664
False,0.6172402604437696
True,0.7389734950441769
True,0.4458937488164111
False,0.3280776073380696
True,0.7048137432989563
True,0.8449136161537387
True,0.04461249510106051
True,0.8123966661397791
False,0.727504852305688
True,0.6657865784985216
False,0.12050976403818922
True,0.3803000917784992
False,0.6199788267837296
False,0.44582736805439305
False,0.016107236837088697
True,0.6039790076617921
True,0.6365986444388408
True,0.859904168112205
True,0.743166939450324
True,0.604174620811744
False,0.3178252241537527
False,0.1652546353323756
True,0.4680709065861637
False,0.33867964288675534
True,0.5646876031413938
True,0.4201565371043447
False,0.6121347712159123
False,0.4293068606915553
False,0.4246669398195916
False,0.28594812266220876
True,0.5441605750412581
True,0.7399002756406184
True,0.3760557467495812
True,0.8592747131434596
True,0.629238555195793
True,0.8182729497496117
True,0.7179813531458898
True,0.8091566042314309
True,0.6623660556702708
True,0.9547311164818181
True,0.7011543059772696
True,0.35596447871525194
True,0.9758771892991666
False,0.3619120257714915
False,0.5817939296342495
False,0.2757958601845823
True,0.1890175595678219
False,0.07171260993216765
False,0.31604211912640306
False,0.14852663929995252
False,0.050420723903428805
False,0.8590529415043541
True,0.8326034172003586
True,0.42395344944114144
False,0.29299848542247614
False,0.3246433462839823
True,0.6946034313057268
True,0.8253700962017271
False,0.26908687344092824
False,0.39220101681346753
True,0.9203052482789488
False,0.764431003970858
False,0.2182570051790555
True,0.5030502747528174
True,0.8583643614125719
False,0.3982791267168529
False,0.26724798589154136
False,0.4304038963964662
True,0.9708932921109014
True,0.3452237218778522
True,0.9262610331815454
False,0.3593294545723057
False,0.33577720263500177
False,0.09730371666844179
True,0.7670052548485403
True,0.36410999362147933
True,0.8083057729927478
False,0.39469758735910127
False,0.4959895078601126
False,0.08087989780113056
False,0.36556641373518317
False,0.404182117547759
False,0.4051584072169568
True,0.524712229297025
False,0.262351048456446
True,0.6802972363391028
True,0.8659862544555347
True,0.6862854965021278
False,0.5898716150289525
False,0.8258138196960277
True,0.31523847758619256
True,0.7920910820893895
False,0.265087054519269
False,0.27082212598865474
True,0.7544545130583282
False,0.8270498086697713
False,0.4151930030074182
True,0.7128703354949315
True,0.8083501270481658
False,0.31877855114716347
True,0.5255017413369786
True,0.6454111519231083
False,0.2678745278731571
True,0.8422889350280195
False,0.37617185016485005
False,0.5741638358230597
False,0.3929210282485156
False,0.5178641111726143
True,0.9941245881144547
True,0.8600169562767865
False,0.4486325822680076
False,0.36076564806552625
False,0.24644819976280077
True,0.8778034155283754
True,0.11992888130289285
False,0.8172498349574379
True,0.6952963057197818
True,0.6928808672504447
True,0.877449571214017
True,0.472781400209298
False,0.32373240441093143
True,0.6142229667091471
True,0.32742586951126895
False,0.6331295761079684
True,0.44228404961479584
False,0.5905195379778937
False,0.2351309804647888
True,0.4767282928280795
True,0.9412603321906423
True,0.5654415332220242
True,0.8808667825740679
True,0.7598638386496424
True,0.9759261952077678
False,0.4223617039401795
True,0.6600846610693185
False,0.1305389646091091
False,0.5107064942088052
True,0.6992988514528717
False,0.18873236320248465
False,0.22683784257887168
False,0.08527958630391165
False,0.5585708373915266
False,0.7446530293836544
True,0.3397783861444034
False,0.4269676468943924
False,0.36499525685640727
False,0.6757388275500268
True,0.3963199747444423
True,0.7145973271726249
True,0.7835065556367006
False,0.13114050067725908
True,0.39339940445440064
False,0.3771732176781589
True,0.7324339522716814
False,0.3767094948474966
False,0.07107565358660889
True,0.49237016287897195
True,0.7017852432810129
False,0.6113982295943363
False,0.6657783952222307
False,0.03823359505179889
False,0.3761718500643667
True,0.5214721544511594
True,0.8133848523710935
False,0.2055102480913685
False,0.42616940069074377
True,0.6252503309579617
True,0.48466201978964873
False,0.20223437724070428
False,0.12947028927743628
True,0.8554869458408011
True,0.9533204910977221
False,0.02926650663998596
True,0.6683108891179754
True,0.5709997446955726
False,0.7626846369399406
False,0.30433895218020035
False,0.36056179205976047
False,0.34441795959780697
True,0.9181947561012337
False,0.28809474086128883
True,0.43196102043853135
False,0.2975135711115675
True,0.813199350733299
False,0.348686527727573
True,0.6221863741131459
False,0.4123426937672799
False,0.8486649588160954
False,0.3727045017740225
False,0.252403037607235
True,0.4005889342863279
False,0.4126939464879861
False,0.25138234727714
True,0.7673493273719991
True,0.5657293819651845
False,0.8129230483829314
False,0.5817253743530594
False,0.6152249426096671
False,0.30680451137612924
False,0.03963818110138555
True,0.5035370033627764
True,0.702368557972507
True,0.47749483544395094
False,0.2970253826129472
True,0.7869165027814562
True,0.3819348178697736
True,0.7585406947686005
False,0.5782130378256176
False,0.20866590048097583
False,0.16764351830210922
False,0.18665605329233967
False,0.2806445342077932
False,0.3974700887867907
True,0.7235056949551154
True,0.3545309563808718
False,0.5557674260788874
False,0.04504963143247932
False,0.19868877234444218
False,0.4679043311093348
False,0.41266215878543877
True,0.9491191123626701
True,0.7523586806431511
False,0.1894453502990079
False,0.060083687622246564
False,0.4906244030997749
False,0.1249058234777411
True,0.5174916420534539
True,0.5232117957257513
False,0.5548315897457601
False,0.4564306029587344
True,0.7797381496698337
False,0.03471653189987839
False,0.059283217390978186
False,0.15459327578814694
True,0.9265582066287738
True,0.616276134258833
True,0.2556876225735449
True,0.5510512179375151
True,0.8836919343403761
True,0.8763067273173513
False,0.1059335196709265
False,0.42348780098067823
False,0.08800532621568147
False,0.036533046621535184
False,0.30770005104717096
True,0.7775521189307363
False,0.17707787821575446
False,0.32496290021567925
True,0.9183534076434857
False,0.34306945531329414
False,0.22578600996072576
False,0.1894648258076592
False,0.3968746758299744
False,0.7732974070054045
False,0.04517707184002092
True,0.7323497427173185
True,0.8369635808677276
True,0.47345022224453925
True,0.17920875771951844
False,0.34231042881026036
True,0.7372884988202141
True,0.7588075595116092
False,0.19172678276914268
True,0.5065877499563378
False,0.3232577445079595
False,0.20312321406905248
False,0.4287225901342488
True,0.894557476208571
True,0.1588861830052556
False,0.1871739183654138
False,0.023840706905874393
False,0.4329752937889776
True,0.7855126935812108
False,0.29498876721963235
False,0.2203977777401845
True,0.516307697887879
True,0.6313828527289733
False,0.3678587098009157
True,0.5078395813599476
True,0.5854633499880375
True,0.60161535412179
True,0.729279218283507
False,0.19165567440996095
True,0.8399103510563162
False,0.4759416266556424
True,0.183099739199353
False,0.33341377824584245
True,0.29686500318518116
False,0.12349514976276728
True,0.9552016713637888
True,0.5271355914832395
False,0.8640164114208364
True,0.7228502674504478
False,0.20935876549716867
False,0.31900408823884496
True,0.603277308654239
True,0.3623757903690338
True,0.5883244224007286
True,0.6921281571637637
True,0.6460395795681776
True,0.39809639859388846
False,0.7048499178997596
True,0.9207977626521084
False,0.10910566600565845
False,0.03405606293609352
False,0.154846228842456
False,0.2922627722693545
True,0.3538989780296281
False,0.2845966732071358
False,0.10595989112660666
True,0.7252506590936467
False,0.7627200791861608
False,0.07679231008271535
True,0.7688117676416111
False,0.20046686559309146
True,0.8848924953411059
True,0.6971940966342053
False,0.07835301096449605
False,0.5524879151689087
False,0.33836200139522815
False,0.09381950319141998
False,0.17883394425076368
True,0.6508998432559407
False,0.45498879437277695
True,0.7697726907626511
True,0.7994475773621084
True,0.8399171766940753
False,0.24325760307583597
True,0.6354260084273605
False,0.3770380376881242
False,0.2062034120783044
True,0.27677024688746904
False,0.21279762054729048
False,0.43583518507862207
False,0.2766018181453045
True,0.8076764090198365
True,0.8885588078364984
True,0.621049670747169
True,0.561166592600796
False,0.15486308641968283
False,0.04635715467469329
True,0.11169959749833243
True,0.42600959404280325
True,0.8411898357077982
False,0.6574153644181965
True,0.7736491807375737
False,0.1263179548872323
True,0.7905706748088512
False,0.7443556880201566
False,0.4930857961287841
False,0.2726444274311951
True,0.693324182292237
False,0.20897289374495212
True,0.9332187464932414
True,0.26114571604171105
True,0.76220386025553
True,0.35275468964636014
False,0.8328014953087349
True,0.8729542221932436
True,0.4179342005058507
True,0.714594194785883
True,0.7704427502610116
False,0.5103494061068068
False,0.2474029032024057
False,0.4238836825555741
False,0.12235785660254629
True,0.7554250226732386
False,0.20589938244004116
False,0.10454958013603097
True,0.37710865286734097
True,0.5888966719873029
True,0.42407941123871623
False,0.1949347207054354
False,0.21377684537453961
True,0.9529976677317465
False,0.6148330044219165
False,0.5836531983954218
False,0.27356190839264655
False,0.23323567274134838
False,0.1451574191761547
True,0.5244872867621931
True,0.39249681835757594
False,0.504667976977035
True,0.9358465341305101
True,0.5469377540223255
True,0.557332021190135
False,0.2924925482766105
True,0.911623965977775
True,0.9130470393498881
True,0.8335300644109137
False,0.21818515851501774
True,0.40620203631692764
False,0.22068819872475204
True,0.8401923055225264
False,0.2042954972986683
False,0.13366335478646968
False,0.8020620627813474
False,0.16986285631697007
False,0.3713465771232681
True,0.6807094481001255
False,0.6863166709075496
True,0.7508506274030485
